Name,Sector,Date_x,Transaction Name_x,Number of Investors_x,Money Raised_x,Lead Investors_x,Year_x,Date_y,Transaction Name_y,Number of Investors_y,Money Raised_y,Lead Investors_y,Year_y,Total Products Active,Monthly Downloads,Monthly Visits,Monthly Visits Growth
Dave AI,AI,2022-06-17 00:00:00,Corporate Round - DaveAI,1.0,20000000.0,Maruti Suzuki Mail powered by GHV Accelerator,2022,2017-02-01 00:00:00,Non Equity Assistance - DaveAI,1.0,0.0,,2017,30,0,0,0.0
Dave AI,AI,2019-01-01 00:00:00,Venture Round - DaveAI,1.0,0.0,Xseed Partners,2019,2022-06-17 00:00:00,Corporate Round - DaveAI,1.0,20000000.0,Maruti Suzuki Mail powered by GHV Accelerator,2022,30,0,0,0.0
Dave AI,AI,2019-01-01 00:00:00,Venture Round - DaveAI,1.0,0.0,Xseed Partners,2019,2019-01-01 00:00:00,Venture Round - DaveAI,1.0,0.0,Xseed Partners,2019,30,0,0,0.0
Dave AI,AI,2019-01-01 00:00:00,Venture Round - DaveAI,1.0,0.0,Xseed Partners,2019,2017-02-01 00:00:00,Non Equity Assistance - DaveAI,1.0,0.0,,2017,30,0,0,0.0
Dave AI,AI,2017-02-01 00:00:00,Non Equity Assistance - DaveAI,1.0,0.0,,2017,2022-06-17 00:00:00,Corporate Round - DaveAI,1.0,20000000.0,Maruti Suzuki Mail powered by GHV Accelerator,2022,30,0,0,0.0
Dave AI,AI,2017-02-01 00:00:00,Non Equity Assistance - DaveAI,1.0,0.0,,2017,2019-01-01 00:00:00,Venture Round - DaveAI,1.0,0.0,Xseed Partners,2019,30,0,0,0.0
Dave AI,AI,2017-02-01 00:00:00,Non Equity Assistance - DaveAI,1.0,0.0,,2017,2017-02-01 00:00:00,Non Equity Assistance - DaveAI,1.0,0.0,,2017,30,0,0,0.0
Rezlytix Technologies,AI,,,,0.0,,,,,,0.0,,,0,0,0,0.0
Ziptrax Cleantech,AI,2019-08-16 00:00:00,Seed Round - Ziptrax CleanTech,1.0,9600000.0,Shell Ventures,2019,2019-08-16 00:00:00,Seed Round - Ziptrax CleanTech,1.0,9600000.0,Shell Ventures,2019,4,0,0,0.7055
Bodhi,AI,2022-10-21 00:00:00,Angel Round - BodhiAI,7.0,16000000.0,,2022,2022-10-21 00:00:00,Angel Round - BodhiAI,7.0,16000000.0,,2022,3,240,23366,125.9891
Bodhi,AI,2022-10-21 00:00:00,Angel Round - BodhiAI,7.0,16000000.0,,2022,2021-02-01 00:00:00,Pre Seed Round - BodhiAI,1.0,2500000.0,,2021,3,240,23366,125.9891
Bodhi,AI,2022-10-21 00:00:00,Angel Round - BodhiAI,7.0,16000000.0,,2022,2018-08-12 00:00:00,Grant - BodhiAI,,2500000.0,,2018,3,240,23366,125.9891
Bodhi,AI,2021-02-01 00:00:00,Pre Seed Round - BodhiAI,1.0,2500000.0,,2021,2022-10-21 00:00:00,Angel Round - BodhiAI,7.0,16000000.0,,2022,3,240,23366,125.9891
Bodhi,AI,2021-02-01 00:00:00,Pre Seed Round - BodhiAI,1.0,2500000.0,,2021,2021-02-01 00:00:00,Pre Seed Round - BodhiAI,1.0,2500000.0,,2021,3,240,23366,125.9891
Bodhi,AI,2021-02-01 00:00:00,Pre Seed Round - BodhiAI,1.0,2500000.0,,2021,2018-08-12 00:00:00,Grant - BodhiAI,,2500000.0,,2018,3,240,23366,125.9891
Bodhi,AI,2018-08-12 00:00:00,Grant - BodhiAI,,2500000.0,,2018,2022-10-21 00:00:00,Angel Round - BodhiAI,7.0,16000000.0,,2022,3,240,23366,125.9891
Bodhi,AI,2018-08-12 00:00:00,Grant - BodhiAI,,2500000.0,,2018,2021-02-01 00:00:00,Pre Seed Round - BodhiAI,1.0,2500000.0,,2021,3,240,23366,125.9891
Bodhi,AI,2018-08-12 00:00:00,Grant - BodhiAI,,2500000.0,,2018,2018-08-12 00:00:00,Grant - BodhiAI,,2500000.0,,2018,3,240,23366,125.9891
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2023-09-04 00:00:00,Venture Round - Ather Energy,2.0,9000000000.0,"GIC, HeroMotoCorp",2023,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2022-10-18 00:00:00,Series E - Ather Energy,2.0,4000000000.0,Caladium Investments,2022,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2022-09-29 00:00:00,Debt Financing - Ather Energy,1.0,40000000000.0,InnoVen Capital,2022,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2022-05-12 00:00:00,Series E - Ather Energy,2.0,10240000000.0,NIIF,2022,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2022-01-14 00:00:00,Series D - Ather Energy,1.0,4200000000.0,HeroMotoCorp,2022,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2020-07-24 00:00:00,Series C - Ather Energy,1.0,896000000.0,HeroMotoCorp,2020,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2019-05-28 00:00:00,Series C - Ather Energy,3.0,4080000000.0,Sachin Bansal,2019,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2016-10-27 00:00:00,Series B - Ather Energy,1.0,2160000000.0,HeroMotoCorp,2016,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2015-05-29 00:00:00,Series A - Ather Energy,1.0,960000000.0,Tiger Global Management,2015,59,57868,824189,0.5447
Ather Energy,EV,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,2014-12-03 00:00:00,Seed Round - Ather Energy,3.0,0.0,,2014,59,57868,824189,0.5447
Charge+Zone,EV,2023-03-20 00:00:00,Debt Financing - CHARGE+ZONE,1.0,640000000.0,BlueOrchard Finance S A,2023,2023-03-20 00:00:00,Debt Financing - CHARGE+ZONE,1.0,640000000.0,BlueOrchard Finance S A,2023,12,956,0,0.0
Charge+Zone,EV,2023-03-20 00:00:00,Debt Financing - CHARGE+ZONE,1.0,640000000.0,BlueOrchard Finance S A,2023,2023-03-20 00:00:00,Series A - CHARGE+ZONE,1.0,3680000000.0,BlueOrchard Finance S A,2023,12,956,0,0.0
