Name,Sector,Date_x,Transaction Name_x,Number of Investors_x,Money Raised_x,Lead Investors_x,Year_x,Date_y,Transaction Name_y,Number of Investors_y,Money Raised_y,Lead Investors_y,Year_y,Total Products Active,Monthly Downloads,Monthly Visits,Monthly Visits Growth
BluSmart Mobility,EV,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,2022-05-24 00:00:00,Series A - BluSmart Mobility,9.0,1200000000.0,"BP Ventures, Green Frontier Capital",2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,2022-03-24 00:00:00,Debt Financing - BluSmart Mobility,4.0,800000000.0,BlackSoil,2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,2021-09-30 00:00:00,Series A - BluSmart Mobility,5.0,1900000000.0,BP Ventures,2021,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2023-05-04 00:00:00,Series A - BluSmart Mobility,8.0,2960000000.0,,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2023-05-04 00:00:00,Debt Financing - BluSmart Mobility,,400000000.0,,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2023-04-29 00:00:00,Debt Financing - BluSmart Mobility,1.0,6000000000.0,Power Finance,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2022-05-24 00:00:00,Series A - BluSmart Mobility,9.0,1200000000.0,"BP Ventures, Green Frontier Capital",2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2022-03-24 00:00:00,Debt Financing - BluSmart Mobility,4.0,800000000.0,BlackSoil,2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2021-09-30 00:00:00,Series A - BluSmart Mobility,5.0,1900000000.0,BP Ventures,2021,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,11,111696,271126,0.0391
BluSmart Mobility,EV,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2023-05-04 00:00:00,Series A - BluSmart Mobility,8.0,2960000000.0,,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2023-05-04 00:00:00,Debt Financing - BluSmart Mobility,,400000000.0,,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2023-04-29 00:00:00,Debt Financing - BluSmart Mobility,1.0,6000000000.0,Power Finance,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2022-05-24 00:00:00,Series A - BluSmart Mobility,9.0,1200000000.0,"BP Ventures, Green Frontier Capital",2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2022-03-24 00:00:00,Debt Financing - BluSmart Mobility,4.0,800000000.0,BlackSoil,2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2021-09-30 00:00:00,Series A - BluSmart Mobility,5.0,1900000000.0,BP Ventures,2021,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2023-05-04 00:00:00,Series A - BluSmart Mobility,8.0,2960000000.0,,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2023-05-04 00:00:00,Debt Financing - BluSmart Mobility,,400000000.0,,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2023-04-29 00:00:00,Debt Financing - BluSmart Mobility,1.0,6000000000.0,Power Finance,2023,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2022-05-24 00:00:00,Series A - BluSmart Mobility,9.0,1200000000.0,"BP Ventures, Green Frontier Capital",2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2022-03-24 00:00:00,Debt Financing - BluSmart Mobility,4.0,800000000.0,BlackSoil,2022,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2021-09-30 00:00:00,Series A - BluSmart Mobility,5.0,1900000000.0,BP Ventures,2021,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2020-09-07 00:00:00,Seed Round - BluSmart Mobility,10.0,560000000.0,Venture Catalysts,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2020-07-03 00:00:00,Seed Round - BluSmart Mobility,3.0,370000000.0,,2020,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2019-09-24 00:00:00,Angel Round - BluSmart Mobility,10.0,240000000.0,,2019,11,111696,271126,0.0391
BluSmart Mobility,EV,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,2019-08-17 00:00:00,Seed Round - BluSmart Mobility,6.0,150000000.0,JITO Angel Network,2019,11,111696,271126,0.0391
Cell Propulsion ,EV,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,7,0,187,0.6452
Cell Propulsion ,EV,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,7,0,187,0.6452
Cell Propulsion ,EV,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,7,0,187,0.6452
Cell Propulsion ,EV,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,7,0,187,0.6452
Cell Propulsion ,EV,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,7,0,187,0.6452
Cell Propulsion ,EV,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,7,0,187,0.6452
Cell Propulsion ,EV,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,7,0,187,0.6452
Cell Propulsion ,EV,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,7,0,187,0.6452
Cell Propulsion ,EV,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,7,0,187,0.6452
Cell Propulsion ,EV,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,7,0,187,0.6452
Cell Propulsion ,EV,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,7,0,187,0.6452
Cell Propulsion ,EV,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,7,0,187,0.6452
Cell Propulsion ,EV,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,7,0,187,0.6452
Cell Propulsion ,EV,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,7,0,187,0.6452
Cell Propulsion ,EV,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,7,0,187,0.6452
Cell Propulsion ,EV,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,7,0,187,0.6452
Cell Propulsion ,EV,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,7,0,187,0.6452
Cell Propulsion ,EV,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,7,0,187,0.6452
Cell Propulsion ,EV,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,7,0,187,0.6452
Cell Propulsion ,EV,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,7,0,187,0.6452
Cell Propulsion ,EV,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,7,0,187,0.6452
Cell Propulsion ,EV,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,7,0,187,0.6452
Cell Propulsion ,EV,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,7,0,187,0.6452
Cell Propulsion ,EV,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,7,0,187,0.6452
Cell Propulsion ,EV,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,7,0,187,0.6452
Cell Propulsion ,EV,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,7,0,187,0.6452
Cell Propulsion ,EV,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,7,0,187,0.6452
Cell Propulsion ,EV,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,7,0,187,0.6452
Cell Propulsion ,EV,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,7,0,187,0.6452
Cell Propulsion ,EV,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,7,0,187,0.6452
Cell Propulsion ,EV,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,2021-06-10 00:00:00,Venture Round - Cell Propulsion,4.0,140000000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,2021-05-09 00:00:00,Seed Round - Cell Propulsion,,9600000.0,,2021,7,0,187,0.6452
Cell Propulsion ,EV,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,2020-09-04 00:00:00,Seed Round - Cell Propulsion,1.0,80000000.0,,2020,7,0,187,0.6452
Cell Propulsion ,EV,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,2019-12-26 00:00:00,Seed Round - Cell Propulsion,5.0,80000000.0,growX ventures,2019,7,0,187,0.6452
Cell Propulsion ,EV,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,2019-09-23 00:00:00,Seed Round - Cell Propulsion,1.0,0.0,,2019,7,0,187,0.6452
Cell Propulsion ,EV,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,2018-01-25 00:00:00,Seed Round - Cell Propulsion,,7000000.0,,2018,7,0,187,0.6452
Cell Propulsion ,EV,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,2017-06-30 00:00:00,Angel Round - Cell Propulsion,,3000000.0,,2017,7,0,187,0.6452
Chargeup,EV,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,8,0,0,0.0
Chargeup,EV,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,8,0,0,0.0
Chargeup,EV,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,8,0,0,0.0
Chargeup,EV,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,8,0,0,0.0
Chargeup,EV,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,8,0,0,0.0
Chargeup,EV,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,8,0,0,0.0
Chargeup,EV,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,8,0,0,0.0
Chargeup,EV,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,8,0,0,0.0
Chargeup,EV,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,8,0,0,0.0
Chargeup,EV,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,8,0,0,0.0
Chargeup,EV,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,8,0,0,0.0
Chargeup,EV,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,8,0,0,0.0
Chargeup,EV,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,2022-11-17 00:00:00,Seed Round - Chargeup,5.0,560000000.0,"Anicut Capital, Capital A Partners",2022,8,0,0,0.0
Chargeup,EV,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,2022-11-17 00:00:00,Debt Financing - Chargeup,1.0,0.0,Jiraaf,2022,8,0,0,0.0
Chargeup,EV,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,2022-02-22 00:00:00,Seed Round - Chargeup,6.0,190000000.0,"Air Asia, Anicut Capital",2022,8,0,0,0.0
Chargeup,EV,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,2021-06-30 00:00:00,Seed Round - Chargeup,1.0,0.0,MapmyIndia,2021,8,0,0,0.0
Corrit Electric ,EV,2022-11-16 00:00:00,Series A - Corrit Electric,1.0,720000000.0,Sphiticap,2022,2022-11-16 00:00:00,Series A - Corrit Electric,1.0,720000000.0,Sphiticap,2022,11,0,0,0.0
ElectricPe,EV,2023-01-05 00:00:00,Seed Round - ElectricPe,7.0,400000000.0,"Blume Ventures, Green Frontier Capital, Micelio Fund",2023,2023-01-05 00:00:00,Seed Round - ElectricPe,7.0,400000000.0,"Blume Ventures, Green Frontier Capital, Micelio Fund",2023,11,11078,2304,0.9614
ElectricPe,EV,2023-01-05 00:00:00,Seed Round - ElectricPe,7.0,400000000.0,"Blume Ventures, Green Frontier Capital, Micelio Fund",2023,2022-09-26 00:00:00,Debt Financing - ElectricPe,2.0,99000000.0,Micelio Fund,2022,11,11078,2304,0.9614
ElectricPe,EV,2023-01-05 00:00:00,Seed Round - ElectricPe,7.0,400000000.0,"Blume Ventures, Green Frontier Capital, Micelio Fund",2023,2021-11-11 00:00:00,Seed Round - ElectricPe,20.0,240000000.0,"Blume Ventures, Micelio Fund",2021,11,11078,2304,0.9614
ElectricPe,EV,2022-09-26 00:00:00,Debt Financing - ElectricPe,2.0,99000000.0,Micelio Fund,2022,2023-01-05 00:00:00,Seed Round - ElectricPe,7.0,400000000.0,"Blume Ventures, Green Frontier Capital, Micelio Fund",2023,11,11078,2304,0.9614
ElectricPe,EV,2022-09-26 00:00:00,Debt Financing - ElectricPe,2.0,99000000.0,Micelio Fund,2022,2022-09-26 00:00:00,Debt Financing - ElectricPe,2.0,99000000.0,Micelio Fund,2022,11,11078,2304,0.9614
ElectricPe,EV,2022-09-26 00:00:00,Debt Financing - ElectricPe,2.0,99000000.0,Micelio Fund,2022,2021-11-11 00:00:00,Seed Round - ElectricPe,20.0,240000000.0,"Blume Ventures, Micelio Fund",2021,11,11078,2304,0.9614
ElectricPe,EV,2021-11-11 00:00:00,Seed Round - ElectricPe,20.0,240000000.0,"Blume Ventures, Micelio Fund",2021,2023-01-05 00:00:00,Seed Round - ElectricPe,7.0,400000000.0,"Blume Ventures, Green Frontier Capital, Micelio Fund",2023,11,11078,2304,0.9614
ElectricPe,EV,2021-11-11 00:00:00,Seed Round - ElectricPe,20.0,240000000.0,"Blume Ventures, Micelio Fund",2021,2022-09-26 00:00:00,Debt Financing - ElectricPe,2.0,99000000.0,Micelio Fund,2022,11,11078,2304,0.9614
ElectricPe,EV,2021-11-11 00:00:00,Seed Round - ElectricPe,20.0,240000000.0,"Blume Ventures, Micelio Fund",2021,2021-11-11 00:00:00,Seed Round - ElectricPe,20.0,240000000.0,"Blume Ventures, Micelio Fund",2021,11,11078,2304,0.9614
Emflux Motors,EV,2018-01-31 00:00:00,Seed Round - Emflux Motors,,29184000.0,,2018,2018-01-31 00:00:00,Seed Round - Emflux Motors,,29184000.0,,2018,15,0,1910,6.1805
Emflux Motors,EV,2018-01-31 00:00:00,Seed Round - Emflux Motors,,29184000.0,,2018,2017-10-10 00:00:00,Seed Round - Emflux Motors,1.0,6784000.0,,2017,15,0,1910,6.1805
Emflux Motors,EV,2018-01-31 00:00:00,Seed Round - Emflux Motors,,29184000.0,,2018,2017-05-25 00:00:00,Seed Round - Emflux Motors,,3728000.0,,2017,15,0,1910,6.1805
Emflux Motors,EV,2018-01-31 00:00:00,Seed Round - Emflux Motors,,29184000.0,,2018,2016-11-16 00:00:00,Angel Round - Emflux Motors,,3408000.0,,2016,15,0,1910,6.1805
Emflux Motors,EV,2017-10-10 00:00:00,Seed Round - Emflux Motors,1.0,6784000.0,,2017,2018-01-31 00:00:00,Seed Round - Emflux Motors,,29184000.0,,2018,15,0,1910,6.1805
Emflux Motors,EV,2017-10-10 00:00:00,Seed Round - Emflux Motors,1.0,6784000.0,,2017,2017-10-10 00:00:00,Seed Round - Emflux Motors,1.0,6784000.0,,2017,15,0,1910,6.1805
Emflux Motors,EV,2017-10-10 00:00:00,Seed Round - Emflux Motors,1.0,6784000.0,,2017,2017-05-25 00:00:00,Seed Round - Emflux Motors,,3728000.0,,2017,15,0,1910,6.1805
Emflux Motors,EV,2017-10-10 00:00:00,Seed Round - Emflux Motors,1.0,6784000.0,,2017,2016-11-16 00:00:00,Angel Round - Emflux Motors,,3408000.0,,2016,15,0,1910,6.1805
Emflux Motors,EV,2017-05-25 00:00:00,Seed Round - Emflux Motors,,3728000.0,,2017,2018-01-31 00:00:00,Seed Round - Emflux Motors,,29184000.0,,2018,15,0,1910,6.1805
